delta_commission,alpha0,beta0,C_fixed,C_var,avg_farmer_payoff,avg_abs_gain,avg_pct_gain,gini_coefficient,ir_met_percentage,aggregator_profit_piA,total_farmer_value_vfN,V_potential_N,C_A_N,V_net_available_N,Surplus_N,R_N,is_in_core
0.0,1.25,0.0,10000,1500,23125.0,1825.0,8.11038266693065,0.10508108108108108,100.0,0.0,115625.0,133125.0,17500,115625.0,9125.0,106500.0,True
0.05,1.25,0.0,10000,1500,23033.75,1733.75,7.687073894176615,0.10498290551907527,100.0,456.25,115168.75,133125.0,17500,115625.0,9125.0,106500.0,True
0.1,1.25,0.0,10000,1500,22942.5,1642.5,7.263765121422577,0.10488394900294214,100.0,912.5,114712.5,133125.0,17500,115625.0,9125.0,106500.0,True
0.15000000000000002,1.25,0.0,10000,1500,22851.25,1551.25,6.840456348668542,0.1047842021771238,100.0,1368.7500000000002,114256.25,133125.0,17500,115625.0,9125.0,106500.0,True
0.2,1.25,0.0,10000,1500,22760.0,1460.0,6.417147575914505,0.10468365553602813,100.0,1825.0,113800.0,133125.0,17500,115625.0,9125.0,106500.0,True
0.25,1.25,0.0,10000,1500,22668.75,1368.75,5.993838803160469,0.10458229942100909,100.0,2281.25,113343.75,133125.0,17500,115625.0,9125.0,106500.0,True
0.30000000000000004,1.25,0.0,10000,1500,22577.5,1277.5,5.570530030406433,0.10448012401727383,100.0,2737.5000000000005,112887.5,133125.0,17500,115625.0,9125.0,106500.0,True
0.35000000000000003,1.25,0.0,10000,1500,22486.25,1186.25,5.1472212576523955,0.10437711935071432,100.0,3193.7500000000005,112431.25,133125.0,17500,115625.0,9125.0,106500.0,True
0.4,1.25,0.0,10000,1500,22395.0,1095.0,4.723912484898359,0.10427327528466175,100.0,3650.0,111975.0,133125.0,17500,115625.0,9125.0,106500.0,True
0.45,1.25,0.0,10000,1500,22303.75,1003.75,4.300603712144323,0.10416858151656111,100.0,4106.25,111518.75,133125.0,17500,115625.0,9125.0,106500.0,True
0.5,1.25,0.0,10000,1500,22212.5,912.5,3.8772949393902865,0.10406302757456387,80.0,4562.5,111062.5,133125.0,17500,115625.0,9125.0,106500.0,True
0.55,1.25,0.0,10000,1500,22121.25,821.25,3.4539861666362497,0.10395660281403628,80.0,5018.75,110606.25,133125.0,17500,115625.0,9125.0,106500.0,True
0.6000000000000001,1.25,0.0,10000,1500,22030.0,730.0,3.030677393882214,0.10384929641398094,80.0,5475.000000000001,110150.0,133125.0,17500,115625.0,9125.0,106500.0,True
0.65,1.25,0.0,10000,1500,21938.75,638.75,2.6073686211281775,0.10374109737336903,80.0,5931.25,109693.75,133125.0,17500,115625.0,9125.0,106500.0,True
0.7000000000000001,1.25,0.0,10000,1500,21847.5,547.5,2.184059848374141,0.10363199450738071,80.0,6387.500000000001,109237.5,133125.0,17500,115625.0,9125.0,106500.0,True
0.75,1.25,0.0,10000,1500,21756.25,456.25,1.7607510756201044,0.1035219764435507,80.0,6843.75,108781.25,133125.0,17500,115625.0,9125.0,106500.0,False
0.8,1.25,0.0,10000,1500,21665.0,365.0,1.337442302866068,0.10341103161781676,80.0,7300.0,108325.0,133125.0,17500,115625.0,9125.0,106500.0,False
0.8500000000000001,1.25,0.0,10000,1500,21573.75,273.75,0.9141335301120316,0.10329914827046759,80.0,7756.250000000001,107868.75,133125.0,17500,115625.0,9125.0,106500.0,False
0.9,1.25,0.0,10000,1500,21482.5,182.5,0.4908247573579951,0.10318631444198767,60.0,8212.5,107412.5,133125.0,17500,115625.0,9125.0,106500.0,False
0.9500000000000001,1.25,0.0,10000,1500,21391.25,91.25,0.06751598460395876,0.10307251796879566,40.0,8668.75,106956.25,133125.0,17500,115625.0,9125.0,106500.0,False
1.0,1.25,0.0,10000,1500,21300.0,0.0,-0.35579278815007753,0.10295774647887324,40.0,9125.0,106500.0,133125.0,17500,115625.0,9125.0,106500.0,False
