alpha,beta,utility_func_name,vcg_price_per_credit,shapley_samples,exact_shapley_threshold,core_check_threshold,n_farmers_analyzed,random_seed,shapley_calculation_method,shapley_values_gini,core_check_performed,is_shapley_in_core,blocking_coalitions_count,vcg_num_winners,vcg_total_surplus,vcg_total_payments,vcg_payments_gini,vcg_individual_rationality_met,vcg_budget_balance,vcg_efficiency_metric,avg_shapley_utility,computation_time_sec
0.9,0.2,linear,2500.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,3,4406.0,17574.0,0.1639163916391639,True,2424.000000000002,4406.0,630083378.5714285,9.371555089950562
0.9,0.2,logarithmic,1000.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,0,0.0,0.0,0.0,True,0.0,0.0,20.22719692395045,9.330882549285889
0.9,0.2,logarithmic,1300.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,0,0.0,0.0,0.0,True,0.0,0.0,20.22719692395045,9.321789503097534
0.9,0.2,logarithmic,1600.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,1,0.0,5022.0,0.0,True,558.0,0.0,20.22719692395045,9.306731939315796
0.9,0.2,logarithmic,1900.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,2,967.0,8180.0,0.1821515892420538,True,409.0,967.0,20.22719692395045,9.29197072982788
0.9,0.2,logarithmic,2200.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,3,2588.0,17574.0,0.1639163916391639,True,4242.0,2588.0,20.22719692395045,9.17742371559143
0.9,0.2,logarithmic,2500.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,3,4406.0,17574.0,0.1639163916391639,True,2424.000000000002,4406.0,20.22719692395045,9.256597518920898
0.9,0.4,linear,1000.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,0,0.0,0.0,0.0,True,0.0,0.0,1260147664.2857144,9.250513553619385
0.9,0.4,linear,1300.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,0,0.0,0.0,0.0,True,0.0,0.0,1260147664.2857144,9.284414052963257
0.9,0.4,linear,1600.0,1000,10,15,7,24004,exact,0.14256854256854257,True,True,0,1,0.0,5022.0,0.0,True,558.0,0.0,1260147664.2857144,9.206964492797852
